M1:vgs (L=1.00e-07) X,M1:vgs (L=1.00e-07) Y,M1:vgs (L=2.00e-07) X,M1:vgs (L=2.00e-07) Y,M1:vgs (L=3.00e-07) X,M1:vgs (L=3.00e-07) Y,M1:vgs (L=4.00e-07) X,M1:vgs (L=4.00e-07) Y,M1:vgs (L=5.00e-07) X,M1:vgs (L=5.00e-07) Y,M1:vgs (L=6.00e-07) X,M1:vgs (L=6.00e-07) Y,M1:vgs (L=7.00e-07) X,M1:vgs (L=7.00e-07) Y,M1:vgs (L=8.00e-07) X,M1:vgs (L=8.00e-07) Y,M1:vgs (L=9.00e-07) X,M1:vgs (L=9.00e-07) Y,M1:vgs (L=1.00e-06) X,M1:vgs (L=1.00e-06) Y
0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001,0.4910000000000001
0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001,0.4920000000000001
0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001,0.4930000000000001
0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001,0.4940000000000001
0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001,0.4950000000000001
0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001,0.4960000000000001
0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001,0.4970000000000001
0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001,0.4980000000000001
0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001,0.4990000000000001
0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001,0.5010000000000001
0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001,0.5020000000000001
0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001
0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001
0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001,0.5050000000000001
0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001,0.5060000000000001
0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001,0.5070000000000001
0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001,0.5080000000000001
0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001,0.5090000000000001
0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001,0.5100000000000001
0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001,0.5110000000000001
0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001,0.5120000000000001
0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001,0.5130000000000001
0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001,0.5140000000000001
0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001,0.5150000000000001
0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001,0.5160000000000001
0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001,0.5170000000000001
0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001,0.5180000000000001
0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001,0.5190000000000001
0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.5200000000000001
0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001,0.5210000000000001
0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001,0.5220000000000001
0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001,0.5230000000000001
0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001,0.5240000000000001
0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001,0.5250000000000001
0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001,0.5260000000000001
0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001,0.5270000000000001
0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001,0.5280000000000001
0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001,0.5290000000000001
0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001,0.5300000000000001
0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001,0.5310000000000001
0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001,0.5320000000000001
0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001,0.5330000000000001
0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001,0.5340000000000001
0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001,0.5350000000000001
0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001,0.5360000000000001
0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001,0.5370000000000001
0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001,0.5380000000000001
0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001,0.5390000000000001
